IM_Dir	Directorate	IM_Dep	Department	Project Definition	Project Definition Description	WBS Element	WBS Element Description	Fund Source Desc	Major Fund	Original Budget	Adj Bug Aug	Motivation	Ward	Total Project Cost
A10	"Transport, Roads and Stormwater"	A1002	TRS Office Support	C14.10021	Furniture & Fittings: Additional	C14.10021-F2	Furniture & Fittings: Additional	1 EFF	EFF	43121	43121		201	43121.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C11.10338	Property Acquisition - Hardship	C11.10338-F1	Property Acquisition - Hardship	1 EFF	EFF	0	3019796	Complications with legal agreements with property owners have resulted in delays in property acquisitions.	200	3019796.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C11.10343	Unmade Roads: Residential	C11.10343-F1	Unmade Roads: Residential	1 EFF	EFF	0	556521	Term tenderers could not complete all work due to other commitments.	200	556521.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C11.10344	OPS Upgrading of depot facilities	C11.10344-F1	OPS Upgrading of depot facilities	1 EFF	EFF	0	36396	Term tenderers could not complete all work due to other commitments.	200	36396.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C12.10314	Widening of Stock Road Philippi	C12.10314-F1	Widening of Stock Road Philippi	3 BICL T&Roads:Tyg E	CRR	0	136868	Term tenderers could not complete all work due to other commitments.	35	1417574.60
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C12.10369	Scottsdene Housing Project	C12.10369-F1	Scottsdene Housing Project	4 NT USDG	CGD	0	710000	Additional stormwater channel required to complete the project.	6	73881669.84
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10307	Acquisition:Computer Hardware & Software	C13.10307-F1	Acquisition:Computer Hardware & Software	1 EFF	EFF	0	90140	City's supplier of IT equipment liquidated.	201	90140.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10311	CSRM: Rehabilitation Coastal Structures	C13.10311-F1	IM:Rehabilitation Coastal Structures:EFF	1 EFF	EFF	0	7738	Fee commitment not realised in 2012/13. Consultant will submit invoice in July 2013.	200	7738.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10312	Construct Roads Signs City wide	C13.10312-F1	Construct Roads Signs City Wide	1 EFF	EFF	0	61276	Term tenderers could not complete all work due to other commitments.	200	61276.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10325	Traffic Calming Measures in Ward 68	C13.10325-F1	Traffic Calming Measures in Ward 68	3 CRR:WardAllocation	CRR	0	153911	Project delayed due to late decisions taken by various stakeholders.	68	153911.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10331	"Plant, tools and equipment: Replacement"	C13.10331-F1	"Plant, tools and equipment: Replacement"	1 EFF	EFF	0	36510	Departmental capacity constraints have resulted in some plant items not being ordered in time.	201	36510.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10333	PT and related Infrastr Upgrade: PGWC	C13.10333-F3	PT and related Infrastr Upgrade: PGWC	4 CMTF PG:WC DOT&PW	CGD	0	39200	Term tenderers could not complete all work due to other commitments.	200	39200.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10334	Bicycle & Pedestrian Facilities	C13.10334-F1	Bicycle & Peds Facilities:PGWC	4 CMTF PG:WC DOT&PW	CGD	0	1751189	Roll-over: Various delays in construction contracts due to contractor liquidations. ; Other Adjustment: Consolidation of Provincial funding from C07.10501-F3:Klipfontein PT NMT Scheme:PGWC.	200	1751189.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10341	Fisantekraal Kerbs & Street Names	C13.10341-F1	Fisantekraal Kerbs & Street Names	3 CRR:WardAllocation	CRR	0	89915	Term tenderers could not complete all work due to other commitments.	105	89915.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10358	Upgrade roads in Ward 58	C13.10358-F1	Upgrade roads in Ward 58	3 CRR:WardAllocation	CRR	0	80000	Project delayed due to late decisions taken by various stakeholders.	58	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10409	Traffic Calming in Ward 61	C13.10409-F1	Traffic Calming in Ward 61	3 CRR:WardAllocation	CRR	0	50000	Project delayed due to late decisions taken by various stakeholders.	61	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10427	"Tarring of Sidewalk, Strauss Street"	C13.10427-F1	"Tarring of Sidewalk, Strauss Street"	3 CRR:WardAllocation	CRR	0	18934	Change of fund source. Term tenderers could not complete all work due to other commitments.	106	139184.42
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10429	Traffic Calming Ward 69	C13.10429-F2	Traffic Calming Ward 69	3 CRR:WardAllocation	CRR	0	30000	Change of fund source. Project delayed due to late decisions taken by various affected parties	69	30000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10430	Upgrading: Chasmay Road	C13.10430-F2	Upgrading: Chasmay Road	3 CRR:WardAllocation	CRR	0	70000	Change of fund source. Project delayed due to late decisions taken by various affected parties	69	70000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10431	Continuation of footways in Grassy Park	C13.10431-F2	Continuation of footways in Grassy Park	3 CRR:WardAllocation	CRR	0	377388	Change of fund source. Delayed due weather and contractor not fulfilling obligations.	110	377388.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10432	Placing of Street Name Kerbs ward 35; 36	C13.10432-F2	Placing of Street Name Kerbs ward 35; 36	3 CRR:WardAllocation	CRR	0	20240	Change of fund source. Term tenderers could not complete all work due to other commitments.	200	20240.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10433	Placing of Street Name Kerbs ward 33; 34	C13.10433-F2	Placing of Street Name Kerbs ward 33; 34	3 CRR:WardAllocation	CRR	0	32395	Change of fund source. Term tenderers could not complete all work due to other commitments.	200	32395.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10447	Traffic Calming measures Ward 68 Orchest	C13.10447-F1	Traffic Calming measures Ward 68 Orchest	3 CRR:WardAllocation	CRR	0	120000	Project delayed due to late decisions taken by various stakeholders.	68	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10463	"Upgrade Roads, pavements and gutters"	C13.10463-F2	"Upgrade Roads, pavements and gutters"	3 CRR:WardAllocation	CRR	0	49991	Change of fund source. Term tenderers could not complete all work due to other commitments.	59	49991.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10468	Tarring of Sidwalks within Ward 14	C13.10468-F2	Tarring of Sidewalks within Ward 14	3 CRR:WardAllocation	CRR	0	16412	Change of fund source. Term tenderers could not complete all work due to other commitments.	14	16412.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10469	Traffic Calming within Ward 14	C13.10469-F2	Traffic Calming within Ward 14	3 CRR:WardAllocation	CRR	0	26188	Change of fund source. Term tenderers could not complete all work due to other commitments.	14	26188.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10472	Tarring of Sidwalks within Ward 108	C13.10472-F2	Tarring of Sidwalks within Ward 108	3 CRR:WardAllocation	CRR	0	165190	Change of fund source. Term tenderers could not complete all work due to other commitments/community issues.	108	165190.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10477	Installation of Street Names in Ward 93	C13.10477-F2	Installation of Street Names in Ward 93	3 CRR:WardAllocation	CRR	0	12197	Change of fund source. Term tenderers could not complete all work due to other commitments.	93	12197.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10478	"Upgrade of tarmac, Sarel Cilliers St"	C13.10478-F2	"Upgrade of tarmac, Sarel Cilliers St"	3 CRR:WardAllocation	CRR	0	100000	Change of fund source. Term tenderers could not complete all work due to other commitments.	83	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10499	Burgundy Estate: Bulk Stormwater Infr	C13.10499-F1	Burgundy Estate: Bulk Stormwater Infr	1 EFF	EFF	0	1918000	Escalation added to originally agreed cost due to delay in finalising agreement.	200	9516000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10500	Placing street name kerbs	C13.10500-F1	Placing street name kerbs	3 CRR:WardAllocation	CRR	0	39614	Term tenderers could not complete all work due to other commitments.	200	301386.50
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10519	Side Walks and Street Names Kerbs	C13.10519-F2	Side Walks and Street Names Kerbs	3 CRR:MayoralRedress	CRR	0	338066	Change of fund source. Term tenderers could not complete all work due to other commitments.	99	985629.85
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10521	Upgrade of Sidewalks & Roads	C13.10521-F2	Upgrade of Sidewalks & Roads	3 CRR:MayoralRedress	CRR	0	135736	Change of fund source. Term tenderers could not complete all work due to other commitments.	88	500000.41
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10522	Construction of side walks ward 95	C13.10522-F2	Construction of side walks ward 95	3 CRR:MayoralRedress	CRR	0	58425	Change of fund source. Term tenderers could not complete all work due to other commitments.	95	246206.68
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10524	Upgrading: Langverwacht: Stormwater	C13.10524-F1	Upgrading: Langverwacht: Stormwater	3 BICL SWater: Hel	CRR	0	800000	"Project delayed due to EIA and WULA requirements, as well as long-term illness of project manager."	14	800000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10534	Street Name Changes : City Wide	C13.10534-F1	Street Name Changes : City Wide	1 EFF	EFF	0	1190808	Term tenderers could not complete all work due to other commitments.	200	2599999.87
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10536	Saxdown Road - S West Construction	C13.10536-F2	Saxdown Road - S West Construction	3 BICL SWater: Hel	CRR	0	5100000	Roll-over: Development agreement not concluded timeously due to legal complications. ; Other Adjustment: Shortfall in funding required to be paid to the Developer to fund Council's portion of the project cost.	11	6100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C05.00956	Brackenfell Blvd - De Bron - Lang	C05.00956-F2	Brackenfell Blvd - De Bron - Lang	1 EFF	EFF	3000000	3000000		102	36612738.24
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C05.00981	Construct Rds:Bottelary/R300	C05.00981-F1	Construct Rds:Bottelary/R300	3 BICL T&Roads:Oos	CRR	500000	500000		6	3624179.36
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C05.00986	Construct Rds:Broadway Extension	C05.00986-F1	Construct Rds:Broadway Extension	3 BICL T&Roads:Hel	CRR	3000000	3000000		100	15799851.18
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C05.01092	CSRM: Lotus Canal Widening: Gugulethu	C05.01092-F1	CSRM: Lotus Canal Widening: Gugulethu	1 EFF	EFF	1000000	1000000		911	39987823.17
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C05.01503	Flood Alleviation - Lourens River	C05.01503-F1	Flood Alleviation - Lourens River	1 EFF	EFF	200000	209549	Progress and expenditure was negatively effected by the difficulties experienced with a contractor that was placed under business rescue during the execution of the works.	83	19419480.40
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C06.01149	Bulk Stormwater Table View North	C06.01149-F2	CSRM:Bulk SW Table View North-EFF	1 EFF	EFF	1500000	1500000		901	27600000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C07.00500	Atlantis: Development of Corridor - M12	C07.00500-F1	Atlantis: Development of Corridor - M12	3 BICL T&Roads:Blg	CRR	2400000	3400000	Delays in procurement process have delayed start of implementation  of street lighting contract.	104	42372274.34
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C07.01047	Construct of Roads: Dualling Plattekloof	C07.01047-F2	Construct of Roads: Dualling Plattekloof	1 EFF	EFF	500000	500000		4	20572809.01
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C08.10283	"Upgr: Gravel St's: Mission Grounds, SLP"	C08.10283-F1	"Upgr: Gravel St's: Mission Grounds, SLP"	1 EFF	EFF	1500000	1816967	Term tenderers could not complete all work due to other commitments.	100	24000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C09.00021	Extension of Broadway Blvd : Broadlands	C09.00021-F1	Extension of Broadway Blvd : Broadlands	1 EFF	EFF	8000000	6300000	A portion of the bulk stormwater line to be installed as part of the road construction will be funded by means of Development Contributions (BICL SWater: Hel)	100	8727228.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C09.91030	Croydon - Roads & Stormwater	C09.91030-F1	Croydon - Roads & Stormwater	1 EFF	EFF	2554922	6580736	"Roll-over: Contractor liquidated during contract implementation, resulting in delays. ; Other Adjustment: Additional funding required to fund shortfall in budget allocated for Phase 2 of project. Estimated project cost is R9.5 million.  All designs have been completed."	109	14500000.74
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C11.10311	Green Point Promenade Upgrade	C11.10311-F1	Green Point Promenade Upgrade	1 EFF	EFF	2194596	2363943	Term tenderers could not complete all work due to other commitments.	54	7000000.36
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C05.00973	Construct Rds:De Villiers Rd	C05.00973-F2	Construct Rds:De Villiers Rd : EFF	1 EFF	EFF	2000000	2000000		103	17005301.33
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10309	Okavango Road : Link :Brackenfell	C13.10309-F1	Okavango Road : Link :Brackenfell	1 EFF	EFF	1000000	1000000		6	2000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10313	Main Roads: Northern Corridor	C13.10313-F1	Main Roads: Northern Corridor	3 BICL T&Roads:Oos	CRR	6000000	6000000		907	68405000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10318	NMT Network & Universal Access	C13.10318-F2	NMT Network & Universal Access:PTI&SG	4 NT PTIG	CGD	60000000	60000000		200	60000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10302	Rehabilitation - Minor Roads	C14.10302-F1	Rehabilitation - Minor Roads	1 EFF	EFF	1000000	1000000		200	1000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10303	IM: Reconstruct Roads Metro	C14.10303-F1	IM: Reconstruct Roads Metro	1 EFF	EFF	32523406	28716400	Roll-over: Some projects delayed due to weather related problems in 2012/13. Rollover from C11.10331-F1:IM: Reconstruct Roads Metro. ; Other Adjustment: Project programme revised.	200	28716400.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10304	"Furniture, Tools & Equipment:Replacement"	C14.10304-F2	"Furniture, Tools & Equipment:Replacement"	1 EFF	EFF	500000	500000		201	500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10305	Unmade Roads: Residential	C14.10305-F1	Unmade Roads: Residential	1 EFF	EFF	1000000	1000000		200	1000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10306	"Upgrading: HO, Depot & District Bldgs"	C14.10306-F1	"Upgrading: HO, Depot & District Bldgs"	1 EFF	EFF	700000	700000		200	700000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10307	CSRM General Stormwater projects	C14.10307-F1	CSRM General Stormwater projects	1 EFF	EFF	2000000	4375284	Roll-over: Some projects seriously delayed due to long term illness of project manager and consequent departmental capacity constraints. Rollover from C13.10302-F1:CSRM General Stormwater projects. ; Other Adjustment: Additional funding required due to increased IN tender costs	200	4375284.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10308	IM: Construct Road Structures	C14.10308-F1	IM: Construct Road Structures	1 EFF	EFF	3000000	3000000		200	3000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10309	Computer Hardware & Software: Additional	C14.10309-F1	Computer Hardware & Software: Additional	1 EFF	EFF	500000	500000		201	500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10310	Construct Roads Signs City wide	C14.10310-F1	Construct Roads Signs City Wide	1 EFF	EFF	500000	500000		200	500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10312	IM:Rehabilitation Coastal Structures	C14.10312-F1	IM:Rehabilitation Coastal Structures:EFF	1 EFF	EFF	7500000	7500000		200	7500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10313	Pedestrianisation - Low Income Areas	C14.10313-F1	Pedestrianisation - Low Income Areas	4 NT USDG	CGD	20000000	25300000	Increased construction costs due to replacements of kerbs on some projects	200	25300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10315	Property Acquisition - Hardship	C14.10315-F1	Property Acquisition - Hardship:EFF	1 EFF	EFF	4930871	4930871		200	4930871.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10316	Roads & Stormwater Rehabilitation	C14.10316-F1	Roads & Stormwater Rehabilitation	4 NT USDG	CGD	109600000	102912631	Budget adjusted in line with revised project timeframes and funding allocation.	200	102912631.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10317	SW: Coastal Water Quality Control Struct	C14.10317-F1	SW: Coastal Water Quality Control Struct	1 EFF	EFF	500000	500000		200	500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10321	Bulk Roads & Stormwater for Housing Proj	C14.10321-F1	Bulk Roads & Stormwater for Housing Proj	4 NT USDG	CGD	48017700	48017700		200	48017700.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C08.10325	Pelican Park: Strandfontein Road Upgr	C08.10325-F3	Pelican Park: Strandfontein Rd Upgr_USDG	4 NT USDG	CGD	6312631	13000000	Agreed additional funding due to late completion of Phase 2 contract and commencement of  Phase 3 design work.	66	302042287.85
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C11.10379	Rainfall monitoring equipment	C11.10379-F1	Rainfall monitoring equipment	1 EFF	EFF	150000	150000		201	3500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10313	Main Roads: Northern Corridor	C13.10313-F2	Main Roads: Northern Corridor:EFF	1 EFF	EFF	4500000	4500000		907	68405000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10329	Durban Road Corridor Modderdam Road ext	C13.10329-F1	Durban Road Corridor Modderdam Road ext	3 BICL SWater: Tyg N	CRR	2000000	2000000		9	29000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10335	"Plant, tools and equipment: Replacement"	C13.10335-F2	"Plant, tools and equipment: Replacement"	3 ASSETS SALE	CRR	1200000	1200000		201	1200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10324	Sir Lowry's Pass Village Road Upgrade	C14.10324-F1	Sir Lowry's Pass Village Road Upgrade	1 EFF	EFF	2000000	2000000		100	15000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10325	"Plant, Tools and Equipment: Additional"	C14.10325-F1	"Plant, Tools and Equipment: Additional"	1 EFF	EFF	450000	450000		201	450000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10326	IM:Rehabilitation: Metro Roads (MLTF)	C14.10326-F1	IM:Rehabilitation: Metro Roads (MLTF)	4 PAWC - MLTF	CGD	5000000	5000000		200	5000000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10327	Traffic Calming City Wide	C14.10327-F1	Traffic Calming City Wide	1 EFF	EFF	200000	1313374	Approved list of works obtained too late from various sub-councils to allow full implementation in 2012/13 by term tenderers. Rollover from C13.10308-F1:Traffic Calming City Wide.	200	1313374.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10329	IM:Project  Vukuhmbe Concrete Roads	C14.10329-F1	IM:Project  Vukuhmbe Concrete Roads	1 EFF	EFF	2000000	633336	Roll-over:  Projects not completed in 2012/13 due to poor contractor performance and some contractor liquidations. Rollover from C13.10316-F1:IM:Project  Vukuhmbe Concrete Roads. ; Other Adjustment: Sufficient USDG grant funding currently available for these projects.	200	633336.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10331	TRS Contingency Provision - Insurance	C14.10331-F1	TRS contingency provision - Insurance	2 REVENUE: INSURANCE	REVENUE	200000	200000		201	200000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10518	"Construct:Broadway Blvd, Nomzamo/Lwandle"	C13.10518-F1	"Construct:Broadway Blvd, Nomzamo/Lwandle"	4 NT USDG	CGD	18900000	20600000	Additional funds required due to increased in construction costs	100	29100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C13.10523	Kuyasa Libry Precinct:Walter Sisulu Road	C13.10523-F1	Kuyasa Libry Precinct:Walter Sisulu Road	4 NT NDPG	CGD	4000000	2384587	Project programme revised.	97	9500000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C07.00500	Atlantis: Development of Corridor - M12	C07.00500-F4	Atlantis: Development of Corridor - M12	4 NT PTIG	CGD	2000000	2000000		104	42372274.34
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01000	Upgrading of sidewalks in Bellrail	C14.01000-F1	Upgrading of sidewalks in Bellrail	3 CRR:WardAllocation	CRR	100000	100000		10	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01001	Closing off of Tierberg Bridge:  Ph 1	C14.01001-F1	Closing off of Tierberg Bridge:  Ph 1	3 CRR:WardAllocation	CRR	92000	92000		10	92000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01002	Traffic calming - RPC Elmwood Str	C14.01002-F1	Traffic calming - RPC Elmwood Str	3 CRR:WardAllocation	CRR	35000	35000		10	35000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01003	Upgrading of streetnames in Uitsig	C14.01003-F1	Upgrading of streetnames in Uitsig	3 CRR:WardAllocation	CRR	43000	43000		22	43000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01004	Traffic calming 2 x SH Osborne Rd	C14.01004-F1	Traffic calming 2 x SH Osborne Rd	3 CRR:WardAllocation	CRR	40000	40000		9	40000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01005	Upgrading of sidewalks in Ward 9	C14.01005-F1	Upgrading of sidewalks in Ward 9	3 CRR:WardAllocation	CRR	80000	80000		9	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01006	Traffic calming:  Ward 1	C14.01006-F1	Traffic calming:  Ward 1	3 CRR:WardAllocation	CRR	90000	90000		1	90000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.01007	Traffic calming:  Ward 3	C14.01007-F1	Traffic calming:  Ward 3	3 CRR:WardAllocation	CRR	100000	100000		3	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10000	Upgrading of Side  walks in Ward 42	C14.10000-F1	Upgrading of Side  walks in Ward 42	3 CRR:WardAllocation	CRR	300000	300000		42	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10001	Traffic Calming in Ward 44	C14.10001-F1	Traffic Calming in Ward 44	3 CRR:WardAllocation	CRR	240000	240000		44	240000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10002	Traffic Calming in Ward 49	C14.10002-F1	Traffic Calming in Ward 49	3 CRR:WardAllocation	CRR	270000	270000		49	270000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10003	Traffic Calming Measures in Ward 65	C14.10003-F1	Traffic Calming Measures in Ward 65	3 CRR:WardAllocation	CRR	150000	150000		65	150000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10004	Construct sidewalk:Ward 65	C14.10004-F1	Construct sidewalk:Ward 65	3 CRR:WardAllocation	CRR	150000	150000		65	150000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10005	Traffic Calming Measures in Ward 66	C14.10005-F1	Traffic Calming Measures in Ward 66	3 CRR:WardAllocation	CRR	100000	100000		66	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10006	Construct Embayment in Ward 66	C14.10006-F1	Construct Embayment in Ward 66	3 CRR:WardAllocation	CRR	300000	300000		66	300000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10007	"Construct kerb,channeling,kerb,Edging"	C14.10007-F1	"Construct kerb,channeling,kerb,Edging"	3 CRR:WardAllocation	CRR	181000	181000		110	181000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10008	Install Traffic Calming measures	C14.10008-F1	Install Traffic Calming measures	3 CRR:WardAllocation	CRR	80000	80000		110	80000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10332	Upgrade Footway Victoria Glen Beach	C14.10332-F1	Upgrade Footway Victoria Glen Beach	3 CRR:WardAllocation	CRR	120000	120000		54	120000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10333	Bump-out Victoria Rd Camps Bay	C14.10333-F1	Bump-out Victoria Rd Camps Bay	3 CRR:WardAllocation	CRR	15000	15000		54	15000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10334	Braemar Steps Upgrade	C14.10334-F1	Braemar Steps Upgrade	3 CRR:WardAllocation	CRR	63500	63500		54	63500.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10335	Upgrade steps and handrails Beta Road	C14.10335-F1	Upgrade steps and handrails Beta Road	3 CRR:WardAllocation	CRR	100000	100000		74	100000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10336	Fence lanes Hof/Wandel St	C14.10336-F1	Fence lanes Hof/Wandel St	3 CRR:WardAllocation	CRR	58000	58000		77	58000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10337	Two speed humps Milner Rd Houtbay	C14.10337-F1	Two speed humps Milner Rd Houtbay	3 CRR:WardAllocation	CRR	40000	40000		74	40000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10338	Sidewalk Construction Ward 21	C14.10338-F1	Sidewalk Construction Ward 21	3 CRR:WardAllocation	CRR	50000	50000		21	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10339	Ward 21: Traffic Calming	C14.10339-F1	Ward 21: Traffic Calming	3 CRR:WardAllocation	CRR	50000	50000		21	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10340	Ward 101: Traffic Calming	C14.10340-F1	Ward 101: Traffic Calming	3 CRR:WardAllocation	CRR	150000	150000		101	150000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10341	Dan King Rd: Tarring of Parking Area	C14.10341-F1	Dan King Rd: Tarring of Parking Area	3 CRR:WardAllocation	CRR	50000	50000		102	50000.00
A10	"Transport, Roads and Stormwater"	A1003	Roads and Stormwater	C14.10342	Ward 103: Traffic Calming	C14.10342-F1	Ward 103: Traffic Calming	3 CRR:WardAllocation	CRR	95000	95000		103	95000.00
